event_url,fighter_1,fighter_2,weight_class,method,round,time
http://ufcstats.com/event-details/118463dd8db16e7f,Modestas BukauskasIon Cutelaba,00,4458,00,00,Light Heavyweight
http://ufcstats.com/event-details/118463dd8db16e7f,Navajo StirlingIvan Erslan,10,11036,30,00,Light Heavyweight
http://ufcstats.com/event-details/118463dd8db16e7f,Marc-Andre BarriaultBruno Silva,10,146,00,00,Middleweight
http://ufcstats.com/event-details/118463dd8db16e7f,Daniel SantosJeongYeong Lee,00,9068,60,00,Featherweight
http://ufcstats.com/event-details/118463dd8db16e7f,Bekzat AlmakhanBrad Katona,10,81,00,00,Bantamweight
http://ufcstats.com/event-details/de20ffb3fc2e7629,Cory SandhagenDeiveson Figueiredo,00,546,22,00,Bantamweight
http://ufcstats.com/event-details/de20ffb3fc2e7629,Reinier de RidderBo Nickal,10,228,01,00,Middleweight
http://ufcstats.com/event-details/de20ffb3fc2e7629,Daniel RodriguezSantiago Ponzinibbio,10,6649,01,00,Welterweight
http://ufcstats.com/event-details/de20ffb3fc2e7629,Montel JacksonDaniel Marcos,00,3017,23,10,Bantamweight
http://ufcstats.com/event-details/de20ffb3fc2e7629,Serhiy SideyCameron Smotherman,00,5558,50,10,Bantamweight
http://ufcstats.com/event-details/de20ffb3fc2e7629,Mason JonesJeremy Stephens,00,8142,80,00,Lightweight
http://ufcstats.com/event-details/de20ffb3fc2e7629,Yana SantosMiesha Tate,00,6640,01,00,Women's Bantamweight
http://ufcstats.com/event-details/de20ffb3fc2e7629,Azamat BekoevRyan Loder,20,2313,00,00,Middleweight
http://ufcstats.com/event-details/de20ffb3fc2e7629,Gillian RobertsonMarina Rodriguez,00,164,20,01,Women's Strawweight
http://ufcstats.com/event-details/de20ffb3fc2e7629,Quang LeGaston Bolanos,00,105,40,10,Bantamweight
http://ufcstats.com/event-details/de20ffb3fc2e7629,Thomas PetersenDon'Tale Mayes,00,283,90,10,Heavyweight
http://ufcstats.com/event-details/de20ffb3fc2e7629,Juliana MillerIvana Petrovic,00,2225,31,00,Women's Flyweight
http://ufcstats.com/event-details/b2e3aca4cd363477,Ian Machado GarryCarlos Prates,00,12663,40,00,Welterweight
http://ufcstats.com/event-details/b2e3aca4cd363477,Zhang MingyangAnthony Smith,00,6310,00,00,Light Heavyweight
http://ufcstats.com/event-details/b2e3aca4cd363477,David OnamaGiga Chikadze,00,4943,30,00,Featherweight
http://ufcstats.com/event-details/b2e3aca4cd363477,Abus MagomedovMichel Pereira,00,7873,10,00,Middleweight
http://ufcstats.com/event-details/b2e3aca4cd363477,Randy BrownNicolas Dalby,11,5426,00,00,Welterweight
http://ufcstats.com/event-details/b2e3aca4cd363477,Ikram AliskerovAndre Muniz,10,4416,00,00,Middleweight
http://ufcstats.com/event-details/b2e3aca4cd363477,Matt SchnellJimmy Flick,00,3512,05,31,Flyweight
http://ufcstats.com/event-details/b2e3aca4cd363477,Evan ElderGauge Young,00,11581,00,00,Lightweight
http://ufcstats.com/event-details/b2e3aca4cd363477,Chris GutierrezJohn Castaneda,10,4641,01,00,Featherweight
http://ufcstats.com/event-details/b2e3aca4cd363477,Da'Mon BlackshearAlatengheili,00,12561,00,00,Bantamweight
http://ufcstats.com/event-details/b2e3aca4cd363477,Malcolm WellmakerCameron Saaiman,10,69,00,00,Bantamweight
http://ufcstats.com/event-details/b2e3aca4cd363477,Jaqueline AmorimPolyana Viana,00,60,20,10,Women's Strawweight
http://ufcstats.com/event-details/b2e3aca4cd363477,Timmy CuambaRoberto Romero,10,3335,10,00,Featherweight
http://ufcstats.com/event-details/b2e3aca4cd363477,Joselyne EdwardsChelsea Chandler,00,3010,10,00,Women's Bantamweight
http://ufcstats.com/event-details/22f4b6cb6b1bd7fd,Alexander VolkanovskiDiego Lopes,01,15863,10,00,Featherweight
http://ufcstats.com/event-details/22f4b6cb6b1bd7fd,Paddy PimblettMichael Chandler,00,8011,14,00,Lightweight
http://ufcstats.com/event-details/22f4b6cb6b1bd7fd,Yair RodriguezPatricio Freire,10,7017,11,01,Featherweight
http://ufcstats.com/event-details/22f4b6cb6b1bd7fd,Jean SilvaBryce Mitchell,10,2736,01,30,Featherweight
http://ufcstats.com/event-details/22f4b6cb6b1bd7fd,Dominick ReyesNikita Krylov,10,84,00,00,Light Heavyweight
http://ufcstats.com/event-details/22f4b6cb6b1bd7fd,Dan IgeSean Woodson,00,4451,00,00,Featherweight
http://ufcstats.com/event-details/22f4b6cb6b1bd7fd,Virna JandirobaYan Xiaonan,00,1117,30,30,Women's Strawweight
http://ufcstats.com/event-details/22f4b6cb6b1bd7fd,Chase HooperJim Miller,00,2113,81,12,Lightweight
http://ufcstats.com/event-details/22f4b6cb6b1bd7fd,Julian ErosaDarren Elkins,00,5413,01,00,Featherweight
http://ufcstats.com/event-details/22f4b6cb6b1bd7fd,Michal OleksiejczukSedriques Dumas,10,343,00,00,Middleweight
http://ufcstats.com/event-details/22f4b6cb6b1bd7fd,SumudaerjiMitch Raposo,00,459,06,00,Flyweight
http://ufcstats.com/event-details/22f4b6cb6b1bd7fd,Marco TulioTresean Gore,20,12717,00,00,Middleweight
http://ufcstats.com/event-details/22f4b6cb6b1bd7fd,Nora CornolleHailey Cowan,00,83,01,10,Women's Bantamweight
http://ufcstats.com/event-details/86b30a86664cb6e4,Lerone MurphyJosh Emmett,00,8441,04,00,Featherweight
http://ufcstats.com/event-details/86b30a86664cb6e4,Pat SabatiniJoanderson Brito,00,243,40,11,Featherweight
http://ufcstats.com/event-details/86b30a86664cb6e4,ChangHo LeeCortavious Romious,00,4411,22,10,Bantamweight
http://ufcstats.com/event-details/86b30a86664cb6e4,Brad TavaresGerald Meerschaert,00,4738,00,00,Middleweight
http://ufcstats.com/event-details/86b30a86664cb6e4,Ode OsbourneLuis Gurule,10,1812,01,00,Flyweight
http://ufcstats.com/event-details/86b30a86664cb6e4,Torrez FinneyRobert Valentin,00,423,80,00,Middleweight
http://ufcstats.com/event-details/86b30a86664cb6e4,Dione BarbosaDiana Belbita,00,2720,10,10,Women's Flyweight
http://ufcstats.com/event-details/86b30a86664cb6e4,Rhys McKeeDaniel Frunza,30,4343,00,00,Welterweight
http://ufcstats.com/event-details/86b30a86664cb6e4,Loma LookboonmeeIstela Nunes,00,3236,30,00,Women's Strawweight
http://ufcstats.com/event-details/86b30a86664cb6e4,Victor HenryPedro Falcao,10,7357,24,00,Bantamweight
http://ufcstats.com/event-details/86b30a86664cb6e4,Martin BudayUran Satybaldiev,00,5836,00,00,Heavyweight
http://ufcstats.com/event-details/86b30a86664cb6e4,Talita AlencarVanessa Demopoulos,00,4510,40,10,Women's Strawweight
