fight_url,fighter_1,fighter_2,has_strike_data,result
http://ufcstats.com/fight-details/f6454f2e508626ec,Malcolm Wellmaker,Kris Moutinho,True,"W
  


Malcolm Wellmaker 


      ""The Machine"""
http://ufcstats.com/fight-details/01100a90b584215d,Azamat Murzakanov,Brendson Ribeiro,True,"W
  


Azamat Murzakanov 


      ""The Professional"""
http://ufcstats.com/fight-details/2129acab2280bd29,Vicente Luque,Kevin Holland,True,"L
  


Vicente Luque 


      ""The Silent Assassin"""
http://ufcstats.com/fight-details/e61d83e4e1f9c4d7,Merab Dvalishvili,Sean O'Malley,True,"W
  


Merab Dvalishvili 


      ""The Machine"""
http://ufcstats.com/fight-details/9f4a0de31375ba04,Jeka Saragih,JooSang Yoo,True,"L
  


Jeka Saragih"
http://ufcstats.com/fight-details/b6a87389bdc36a00,Bruno Silva,Joshua Van,True,"L
  


Bruno Silva 


      ""Bulldog"""
http://ufcstats.com/fight-details/f0488a4486a64af0,Khaos Williams,Andreas Gustafsson,True,"L
  


Khaos Williams 


      ""The OxFighter"""
http://ufcstats.com/fight-details/e28e829800466aca,Kelvin Gastelum,Joe Pyfer,True,"L
  


Kelvin Gastelum"
http://ufcstats.com/fight-details/d078e9046aa86307,Ariane da Silva,Wang Cong,True,"L
  


Ariane da Silva 


      ""Queen of Violence"""
http://ufcstats.com/fight-details/0e8599eca8ccfa32,MarQuel Mederos,Mark Choinski,True,"W
  


MarQuel Mederos"
http://ufcstats.com/fight-details/2e4064e0e6d4d92e,Quillan Salkilld,Yanal Ashmouz,True,"W
  


Quillan Salkilld"
http://ufcstats.com/fight-details/81b84b34f0357fa5,Julianna Pena,Kayla Harrison,True,"L
  


Julianna Pena 


      ""The Venezuelan Vixen"""
http://ufcstats.com/fight-details/df5dac45fc585fb0,Mario Bautista,Patchy Mix,True,"W
  


Mario Bautista"
http://ufcstats.com/fight-details/ac977a0389682124,Serghei Spivac,Waldo Cortes-Acosta,True,"L
  


Serghei Spivac 


      ""Polar Bear"""
http://ufcstats.com/fight-details/ad68450307a21ab1,Zachary Reese,Dusko Todorovic,True,"W
  


Zachary Reese 


      ""Savage"""
http://ufcstats.com/fight-details/2521fed000747f47,Kurt Holobaugh,Jordan Leavitt,True,"L
  


Kurt Holobaugh 


      ""The Hurt"""
http://ufcstats.com/fight-details/73240bea13ed5e71,Rayanne dos Santos,Alice Ardelean,True,"L
  


Rayanne dos Santos"
http://ufcstats.com/fight-details/106918bfbe24335d,Ketlen Vieira,Macy Chiasson,True,"W
  


Ketlen Vieira 


      ""Fenomeno"""
http://ufcstats.com/fight-details/212527d462690304,Mateusz Gamrot,Ludovit Klein,True,"W
  


Mateusz Gamrot 


      ""Gamer"""
http://ufcstats.com/fight-details/7aaa810540132a4b,Dustin Jacoby,Bruno Lopes,True,"W
  


Dustin Jacoby 


      ""The Hanyak"""
http://ufcstats.com/fight-details/305d8c85b35a7d4e,Billy Ray Goff,Ramiz Brahimaj,True,"L
  


Billy Ray Goff"
http://ufcstats.com/fight-details/baa2ee0bf7f97079,Jafel Filho,Allan Nascimento,True,"L
  


Jafel Filho 


      ""Pastor"""
http://ufcstats.com/fight-details/ae89ba793121fe0c,Bolaji Oki,Michael Aswell Jr.,True,"W
  


Bolaji Oki 


      ""The Zulu Warrior"""
http://ufcstats.com/fight-details/d6e2bc6e6c0cc4fe,Yadier del Valle,Connor Matthews,True,"W
  


Yadier del Valle 


      ""The Cuban Problem"""
http://ufcstats.com/fight-details/a81ad236a2f221f2,Gilbert Burns,Michael Morales,True,"L
  


Gilbert Burns 


      ""Durinho"""
http://ufcstats.com/fight-details/afdd95ae7b7cdb0c,Tecia Pennington,Luana Pinheiro,True,"W
  


Tecia Pennington 


      ""Tiny Tornado"""
http://ufcstats.com/fight-details/8ba31cf0b3164b72,Jared Gordon,Thiago Moises,True,"W
  


Jared Gordon 


      ""Flash"""
http://ufcstats.com/fight-details/66887532be2de5ee,Elise Reed,Denise Gomes,True,"L
  


Elise Reed"
http://ufcstats.com/fight-details/a9a6cca4bbf7a5db,Gabe Green,Matheus Camilo,True,"W
  


Gabe Green 


      ""Gifted"""
http://ufcstats.com/fight-details/f75fe8b384b0db11,Luana Santos,Tainara Lisboa,True,"W
  


Luana Santos"
http://ufcstats.com/fight-details/18a7dc86279066f8,HyunSung Park,Carlos Hernandez,True,"W
  


HyunSung Park 


      ""Peace of Mind"""
http://ufcstats.com/fight-details/dcb27eef6441268c,Sodiq Yusuff,Mairon Santos,True,"L
  


Sodiq Yusuff 


      ""Super"""
http://ufcstats.com/fight-details/b3044bf646306e7f,Dustin Stoltzfus,Nursulton Ruziboev,True,"L
  


Dustin Stoltzfus"
http://ufcstats.com/fight-details/fe2acfdaaaec3dba,Julian Erosa,Melquizael Costa,True,"L
  


Julian Erosa 


      ""Juicy J"""
http://ufcstats.com/fight-details/c20bd12ae7f04eff,Brad Katona,Bekzat Almakhan,True,"L
  


Brad Katona 


      ""Superman"""
http://ufcstats.com/fight-details/c7190cd03e53fb61,Benoit Saint Denis,Kyle Prepolec,True,"W
  


Benoit Saint Denis 


      ""God of War"""
http://ufcstats.com/fight-details/b873c116e39c9920,Belal Muhammad,Jack Della Maddalena,True,"L
  


Belal Muhammad 


      ""Remember the Name"""
http://ufcstats.com/fight-details/6ecfa439ef900bcc,Marc-Andre Barriault,Bruno Silva,True,"W
  


Marc-Andre Barriault 


      ""Powerbar"""
http://ufcstats.com/fight-details/c812457a810dde39,Modestas Bukauskas,Ion Cutelaba,True,"W
  


Modestas Bukauskas 


      ""The Baltic Gladiator"""
http://ufcstats.com/fight-details/891b2faf1bff38ee,Jose Aldo,Aiemann Zahabi,True,"L
  


Jose Aldo"
http://ufcstats.com/fight-details/2521234a4bf7c615,Mike Malott,Charles Radtke,True,"W
  


Mike Malott 


      ""Proper"""
http://ufcstats.com/fight-details/0e0a4282cd6c86d7,Daniel Santos,JeongYeong Lee,True,"W
  


Daniel Santos 


      ""Willycat"""
http://ufcstats.com/fight-details/0f53eb509d0ffeb9,Alexa Grasso,Natalia Silva,True,"L
  


Alexa Grasso"
http://ufcstats.com/fight-details/9e9d1764a015f313,Valentina Shevchenko,Manon Fiorot,True,"W
  


Valentina Shevchenko 


      ""Bullet"""
http://ufcstats.com/fight-details/99aa1f28e22bb6dd,Navajo Stirling,Ivan Erslan,True,"W
  


Navajo Stirling"
http://ufcstats.com/fight-details/4db2d86ebe8c8abd,Jessica Andrade,Jasmine Jasudavicius,True,"L
  


Jessica Andrade 


      ""Bate Estaca"""
http://ufcstats.com/fight-details/191ee545160a4e09,Santiago Ponzinibbio,Daniel Rodriguez,True,"L
  


Santiago Ponzinibbio 


      ""Argentine Dagger"""
http://ufcstats.com/fight-details/380242601a2c5991,Reinier de Ridder,Bo Nickal,True,"W
  


Reinier de Ridder 


      ""RdR"""
http://ufcstats.com/fight-details/9039959b41901412,Jeremy Stephens,Mason Jones,True,"L
  


Jeremy Stephens 


      ""Lil' Heathen"""
http://ufcstats.com/fight-details/77ed474dfc5359ea,Ryan Loder,Azamat Bekoev,True,"L
  


Ryan Loder 


      ""Man of Steel"""
http://ufcstats.com/fight-details/c445401709421fa4,Thomas Petersen,Don'Tale Mayes,True,"W
  


Thomas Petersen 


      ""The Train"""
http://ufcstats.com/fight-details/6ccd10adc968e1f0,Cameron Smotherman,Serhiy Sidey,True,"L
  


Cameron Smotherman 


      ""The Baby-Faced Killa"""
http://ufcstats.com/fight-details/2707dc2245335cc1,Yana Santos,Miesha Tate,True,"W
  


Yana Santos"
http://ufcstats.com/fight-details/97b32ff27fd457a8,Gaston Bolanos,Quang Le,True,"L
  


Gaston Bolanos 


      ""The Dreamkiller"""
http://ufcstats.com/fight-details/469f887278324e63,Juliana Miller,Ivana Petrovic,True,"W
  


Juliana Miller 


      ""Killer"""
http://ufcstats.com/fight-details/6e26a6293ea6ba62,Marina Rodriguez,Gillian Robertson,True,"L
  


Marina Rodriguez"
http://ufcstats.com/fight-details/5ce29056e0cd2df9,Montel Jackson,Daniel Marcos,True,"W
  


Montel Jackson 


      ""Quik"""
http://ufcstats.com/fight-details/9b3bade95e1dd484,Cory Sandhagen,Deiveson Figueiredo,True,"W
  


Cory Sandhagen"
http://ufcstats.com/fight-details/fbf83609dc96f32e,Randy Brown,Nicolas Dalby,True,"W
  


Randy Brown 


      ""Rudeboy"""
http://ufcstats.com/fight-details/97770b38df67b276,Evan Elder,Gauge Young,True,"W
  


Evan Elder 


      ""The Phenom"""
http://ufcstats.com/fight-details/d8d22dcc1f6912e7,Matt Schnell,Jimmy Flick,True,"W
  


Matt Schnell 


      ""Danger"""
http://ufcstats.com/fight-details/a526a72ade275f46,Anthony Smith,Zhang Mingyang,True,"L
  


Anthony Smith 


      ""Lionheart"""
http://ufcstats.com/fight-details/6f3cb7ce84185dd3,Chris Gutierrez,John Castaneda,True,"W
  


Chris Gutierrez 


      ""El Guapo"""
http://ufcstats.com/fight-details/4072abf0b0c179f2,Giga Chikadze,David Onama,True,"L
  


Giga Chikadze 


      ""Ninja"""
http://ufcstats.com/fight-details/c2c20a04a78d9143,Malcolm Wellmaker,Cameron Saaiman,True,"W
  


Malcolm Wellmaker 


      ""The Machine"""
http://ufcstats.com/fight-details/e7b3ca036835b7c2,Jaqueline Amorim,Polyana Viana,True,"W
  


Jaqueline Amorim"
http://ufcstats.com/fight-details/7fd6770fe2d4f258,Chelsea Chandler,Joselyne Edwards,True,"L
  


Chelsea Chandler"
http://ufcstats.com/fight-details/7d51649373d42571,Da'Mon Blackshear,Alatengheili,True,"W
  


Da'Mon Blackshear 


      ""The Monster"""
http://ufcstats.com/fight-details/23201d09a78d446d,Timmy Cuamba,Roberto Romero,True,"W
  


Timmy Cuamba 


      ""Twilight"""
http://ufcstats.com/fight-details/633f4b5ec767769d,Ian Machado Garry,Carlos Prates,True,"W
  


Ian Machado Garry 


      ""The Future"""
http://ufcstats.com/fight-details/62fbdd4f0bcd3c2a,Ikram Aliskerov,Andre Muniz,True,"W
  


Ikram Aliskerov"
http://ufcstats.com/fight-details/9bbd45774fb4a6eb,Michel Pereira,Abus Magomedov,True,"L
  


Michel Pereira 


      ""Demolidor"""
http://ufcstats.com/fight-details/08e7a39eb7482ebf,Darren Elkins,Julian Erosa,True,"L
  


Darren Elkins 


      ""The Damage"""
http://ufcstats.com/fight-details/0eccebee160137b1,Yan Xiaonan,Virna Jandiroba,True,"L
  


Yan Xiaonan"
http://ufcstats.com/fight-details/0e71e69359db4d1e,Nora Cornolle,Hailey Cowan,True,"W
  


Nora Cornolle"
http://ufcstats.com/fight-details/8c540eb4afe8c43e,Bryce Mitchell,Jean Silva,True,"L
  


Bryce Mitchell 


      ""Thug Nasty"""
http://ufcstats.com/fight-details/e733f148060bef2a,Alexander Volkanovski,Diego Lopes,True,"W
  


Alexander Volkanovski 


      ""The Great"""
http://ufcstats.com/fight-details/d3be5a4e0ec273e2,Yair Rodriguez,Patricio Freire,True,"W
  


Yair Rodriguez 


      ""El Pantera"""
http://ufcstats.com/fight-details/b87d6f71d901355b,Tresean Gore,Marco Tulio,True,"L
  


Tresean Gore 


      ""Mr. Vicious"""
http://ufcstats.com/fight-details/b2d731415bd367df,Nikita Krylov,Dominick Reyes,True,"L
  


Nikita Krylov 


      ""The Miner"""
http://ufcstats.com/fight-details/fd98843926965cbd,Sumudaerji,Mitch Raposo,True,"W
  


 Sumudaerji 


      ""The Tibetan Eagle"""
http://ufcstats.com/fight-details/d05cb4c4135ce402,Michael Chandler,Paddy Pimblett,True,"L
  


Michael Chandler 


      ""Iron"""
http://ufcstats.com/fight-details/11eb27a1ac74d225,Jim Miller,Chase Hooper,True,"L
  


Jim Miller 


      ""A-10"""
http://ufcstats.com/fight-details/4bbda6c1f6cf9d4e,Sedriques Dumas,Michal Oleksiejczuk,True,"L
  


Sedriques Dumas 


      ""The Reaper"""
http://ufcstats.com/fight-details/fc43d60cbd6b0e6a,Dan Ige,Sean Woodson,True,"W
  


Dan Ige 


      ""50K"""
http://ufcstats.com/fight-details/cca4d763b1c6de0a,Vanessa Demopoulos,Talita Alencar,True,"L
  


Vanessa Demopoulos 


      ""Lil Monster"""
http://ufcstats.com/fight-details/a160e94fdb66de17,Pat Sabatini,Joanderson Brito,True,"W
  


Pat Sabatini"
http://ufcstats.com/fight-details/96cc199d78732d11,Martin Buday,Uran Satybaldiev,True,"W
  


Martin Buday 


      ""Badys"""
http://ufcstats.com/fight-details/fd088ce1481315a5,Loma Lookboonmee,Istela Nunes,True,"W
  


Loma Lookboonmee"
http://ufcstats.com/fight-details/fc3825dd1b67e39d,Cortavious Romious,ChangHo Lee,True,"L
  


Cortavious Romious"
http://ufcstats.com/fight-details/86a1be10255eea4e,Josh Emmett,Lerone Murphy,True,"L
  


Josh Emmett 


      ""CC0"""
http://ufcstats.com/fight-details/76641669c1607b7a,Diana Belbita,Dione Barbosa,True,"L
  


Diana Belbita 


      ""The Warrior Princess"""
http://ufcstats.com/fight-details/de9422207df2de64,Ode Osbourne,Luis Gurule,True,"W
  


Ode Osbourne 


      ""The Jamaican Sensation"""
http://ufcstats.com/fight-details/4b1aec2395ebca14,Victor Henry,Pedro Falcao,True,"W
  


Victor Henry 


      ""La Mangosta"""
http://ufcstats.com/fight-details/0c80eef2f4570543,Brad Tavares,Gerald Meerschaert,True,"W
  


Brad Tavares"
http://ufcstats.com/fight-details/d1368ca941c1fefc,Torrez Finney,Robert Valentin,True,"W
  


Torrez Finney 


      ""The Punisher"""
http://ufcstats.com/fight-details/58811a4e36c53b89,Rhys McKee,Daniel Frunza,True,"W
  


Rhys McKee 


      ""Skeletor"""
